"Status","Address","ML_Number","Address - City","Listing Date","DOM","Address - ZIP","Listing Price","Orig List Price","Bedrooms","Bathrooms","Square Footage","Year Built","Price_Per_Square_Foot","Lot Size - Sq Ft","Marketing Remarks","IDX","Publish to Internet","Listing Agent Name","Listing Agent Phone 1","Agent Email Address","Listing Office Name","Association","Street Full Address","Address - Street Number","Address - Street Name","Address - Street Suffix","Address - State","Area","District","Selling_Price_Per_Sqft","SP%LP","Status Date","Type","Construction","Zoning"
"A","240 Chenery St, San Francisco, CA 94131","500573","San Francisco","06/26/20","117","94131","3900000.00","4500000.00","4","4.50","3650","2020","1068.49","","A sleek modern faade of cedar and concrete introduces this stylishly inviting stand-alone home in Glen Park. Upon entering, one immediately notices the unparalleled finish quality which includes white oak floors, floor-to-ceiling windows, museum-caliber floating walls, trim-less recessed lighting, and radiant heat. The heart of the main level is a contemporary open floor plan hosting the living, dining, and kitchen areas. The kitchen enjoys stunning marble counters, Shinnoki cabinetry, and high-end appliances. Floor-to-ceiling sliding glass doors open from the living room to an alluring private backyard. Modern floating-tread steel stairs lead to the bright second level, which features the master suite and two guest bedrooms. High on the uppermost level is a magnificent media room, a wet bar, a fourth bedroom and a full bath. The home includes 2 car parking. 240 Chenery St is located on a coveted street in Glen Park within a short walk of poplar restaurants and shops.","Y","1","Neill Bassi","415-296-2233","nb@neillbassi.com","Sotheby's International Realty","MLS","240 Chenery St, San Francisco, CA 94131","240","Chenery","St","CA","5010","5","","","06/26/20","3STR","",""
"A","240-A Chenery St, San Francisco, CA 94131","500575","San Francisco","06/26/20","117","94131","2450000.00","2980000.00","3","2.50","2210","","1108.60","","Quietly tucked off the street at the end of a private path, this charming stand-alone Edwardian residence has been thoughtfully reimagined and features three bedrooms, two and one half baths, apprx. 2,210 sqft, and 2 cars. Highlights include built-in speakers, custom millwork, and radiant heating. Lovely white oak floors contribute to the warm, welcoming ambience of the modern open-plan living, dining, and kitchen area. A wall of folding french doors open out to the private patio, creating a seamless flow for entertaining. Not to be missed is the side path that leads to the lush private garden. The stylish kitchen features striking marble counters, Shinnoki cabinetry, and high-end appliances. The master suite rests on the top floor and enjoys two walk-in closets, a spa-like en-suite bath, and views of Bernal Heights Park and partial views of the downtown skyline. 240A Chenery St is located on a coveted street in Glen Park within a short walk of poplar restaurants and shops.","Y","1","Neill Bassi","415-296-2233","nb@neillbassi.com","Sotheby's International Realty","MLS","240-A Chenery St, San Francisco, CA 94131","240","Chenery","St","CA","5010","5","","","06/26/20","3STR","",""
"A","1390 41st Ave, San Francisco, CA 94122","500472","San Francisco","06/27/20","82","94122","2199000.00","2199000.00","5","4","2865","1938","767.54","2374","Modern, Sophisticated & Luxurious Home! This down to the studs renovated home 2,865SQFT  5BD/4BA has just completed full transformation w/Designer's unparalleled attentions. The 2nd floor features high ceiling, contemporary open layout, plenty natural light. The gorgeous natural hardwood floor throughout. This's Smart Home w/state of the art voice/remote control, alarm & security cameras! Spacious dining & living room w/fireplace. The chef's dream kitchen w/white quartz counter tops, massive kitchen island, top of the line appliances incl. Thermador 6-burner gas range. 2 Master Suites, a bedroom & 3rd bath on same floor. Sumptuous master bath has dual vanities, de-fogger mirror, heated flooring, separate soaking tub and shower. 1st floor features over-sized family room w/fireplace, sitting room w/wet bar, 2 bedrooms & a bath. French doors leading to beautiful patio/deck in yard. Walk score of 88. Muni, Golden Gate Park, Ocean Beach, shops & school are steps away!","Y","1","Carolyn H Liu","415-218-7000","carolynliu9@gmail.com","Coldwell Banker Realty","MLS","1390 41st Ave, San Francisco, CA 94122","1390","41st","Ave","CA","2030","2","","","06/27/20","ATAC,2STR","WDFR","RH2"
"A","15891 Greenhorn Rd, Grass Valley, CA 95945","500585","Grass Valley","05/22/20","152","95945","575000.00","575000.00","3","3.50","3296","","174.45","5","Feel's Like Vacation from every room! Beautifully maintained Single level home. Family and friends delight w/ 3 Master Suites to with wide open space inside and out in this 3200+sq ft home. Lots of upgrades including Kerrock Counters, Slide out shelving, Bertazzon Convection oven, trash compactor, newer interior and exterior paint, Milgard Windows\Sliders with built in shades, ceiling fans in most all rooms, Timber Tech Decking, built in wall vacuum system, water softener,4 Zone HVAC and a full length of house workshop/storage area. SEEING IS BELIEVING!","Y","1","Barbara Kvalvik","530-440-8969","bkrealtyonegroupfox@gmail.com","Realty One Group FOX","BARI","15891 Greenhorn Rd, Grass Valley, CA 95945","15891","Greenhorn","Rd","CA","45010","45","","","05/22/20","1STR","WDFR",""
"A","26 noonan ranch Dr, Santa Rosa, CA 95403","500571","Santa Rosa","03/28/20","117","95403","839000.00","849800.00","3","2.50","2068","","405.71","8460","Looking to move out of the big City? Looking for a quintessential Wine Country Home? Look no further than this 3Bd 2 Ba Home in the most sought after Saddlebrook neighborhood. Saddlebrook offers a serene beautiful park, tennis courts, community gardens and walking paths.The open floor plan with tall vaulted ceilings creates an abundance of natural light throughout. As you walk through the home you will notice the luxurious new wood and polished inlaid floors which flow into the remodeled kitchen with granite counters and stainless steel appliances. Enjoy meals in your formal dining room, kitchen island counter or in the quaint breakfast nook! Walkout to paradise in your covered patio and a garden to match that of any English estate! You will love  the cozy retreat built to enjoy a nice Cabernet and take in the nightly news while overseeing your magnificent garden with meditation area, spa, fountains & flowering plantings. The car aficionado will love the pristine 3 car garage with sto","Y","1","David Poulsen","415-735-6188","poulsengrouprealestate@gmail.com","Keller Williams San Francisco","MLS","26 noonan ranch Dr, Santa Rosa, CA 95403","26","noonan ranch","Dr","CA","15040","15","","","06/26/20","FULL,2STR","WDFR",""
"A","67-69 Belcher St, San Francisco, CA 94114-1107","500737","San Francisco","06/30/20","96","94114","10000000.00","10000000.00","6","5","18964","1919","527.31","12500","One of a kind property! Designed by noted architect Ira Kurlander AIA, this property has endless development possibilities. It can be the coolest house in San Francisco or one of the greatest multi-unit addresses ever created. Unbelievable location next to Duboce Park, The Wiggle and Market Street.","Y","1","Mary Lou Castellanos","415-901-1769","marylou.castellanos@sothebyshomes.com","Sotheby's International Realty","MLS","67-69 Belcher St, San Francisco, CA 94114-1107","67","Belcher","St","CA","5090","5","","","07/17/20","2STR","",""
"A","427 Moraga St, San Francisco, CA 94122","500683","San Francisco","06/30/20","108","94122","1475000.00","1475000.00","3","1","1425","1927","1035.09","2495","Beautiful, sunny and well maintained home just 2 blocks from Golden Gate Heights. 3 bedrooms 1 bath upstairs, and 1 bedroom 1 bath downstairs (legality not warranted by sellers nor agent). Spacious living room with fireplace and hardwood floors.  Inlaw downstairs has separate entrance. This home is in move in condition.","Y","1","David J Liu","415-509-1686","baynet94116@gmail.com","Baynet & Company, Inc.","MLS","427 Moraga St, San Francisco, CA 94122","427","Moraga","St","CA","2060","2","","","06/30/20","","","RH2"
"A","566 Girard St, San Francisco, CA 94134","500746","San Francisco","06/30/20","112","94134","1480000.00","1480000.00","5","2","2307","1900","641.53","2996","Don not pass this one up! This lovely house built in 1900 and whole house remodeled in 2016. There are 7 bedrooms with 4 full baths, 2307 Sqft. Basement was converted into two separate units. Great location to freeway, school, public transportation and shopping.","Y","1","Jenny Jiang","916-398-0679","jennyjiang.realtor@gmail.com","All State Homes","SACM","566 Girard St, San Francisco, CA 94134","566","Girard","St","CA","10060","10","","","07/01/20","FULL,SMAT","WDFR","RH2"
"A","939 Sanchez St, San Francisco, CA 94114","500880","San Francisco","07/02/20","92","94114","3300000.00","3300000.00","5","5","5364","","615.21","2914","939 Sanchez St is a fully entitled project for an impeccably designed modern single family home located on one of the most desirable streets in Noe Valley just steps to the center of the 24th Street corridor's shops and dining. The homes plans include a large front to rear open great room on the main level that opens direct to the east facing garden, a three bedroom family level with playroom and a full floor master suite with Bay views.  The residences modern design takes full advantage of all available space and affords tremendous amount of light with its East/West positioning.  Approved plans include five bedrooms, five full and two half baths, and approximately 5,364 sqft spread across four levels.","Y","1","Frank A Nolan","415-377-3726","frank@vanguardsf.com","Vanguard Properties","MLS","939 Sanchez St, San Francisco, CA 94114","939","Sanchez","St","CA","5030","5","","","07/21/20","","",""
"A","239 Newbridge St, Menlo Park, CA 94025","500957","Menlo Park","07/03/20","110","94025","1355000.00","1400000.00","3","2","1130","1951","1199.12","5000","A Completely renovated house with high end materials in Menlo Park, Over 200K in upgrades! don't look further and come to visit us and see your self what this stunning house offers: New engineered wood and tile floor; new roof; new interior and exterior paint,new tank-less water heater; New Electrical Main Panel and Sub panel including new wiring, new light fixtures with 30 new 4 LED recessed lights, new white decor outlets and switches; central a/c, new water supply line throughout; New cement on Backyard; new driveway cement, new lawn with new sprinklers systems; new garage door, cement and finished walls; too many upgrades to mention this won't last; Pest clearance, Section 1 completed, Near to Facebook and all Techs Companies. Don't miss it, this attractive home has all kind of reasons for you o fall in love as well...Motivated Sellers bring your offers in!","N","1","Ana M Vasquez","510-828-6511","ana@thevasquezteam.net","Re/Max Accord","BERD","239 Newbridge St, Menlo Park, CA 94025","239","Newbridge","St","CA","13060","13","","","07/03/20","","",""
"A","777 Joost Ave, San Francisco, CA 94127","501049","San Francisco","07/04/20","86","94127","1299000.00","1195000.00","3","2","","1920","0.00","3000","Transparent new price! Charismatic Craftsman Home offers flexible floor plan ideal for modern lifestyle. Located on tree-lined block of San Francisco's Sunnyside, this home is nestled on 30-foot wide lot and presents a detached style flooded with natural light and the views of the City. Main level welcomes with bright living room fitted with wood-burning fireplace that flows into formal dining room with adjacent kitchen. Two bedrooms are separated by recently remodeled bath that blends into the interior character completed with hardwood flooring, recessed lighting, and period details throughout the main living area. Lower level offers additional one bedroom and one bath - a flexible space ideal for home-office or visiting friends and family. Beautifully landscaped and well-maintained front yard provides for sophisticated curb-appeal while South-facing rear yard unassumingly accommodates garage access, additional parking, and the outdoor experience you will enjoy.","Y","1","Alek Keytiyev","415-385-5595","alek.keytiyev@compass.com","Compass","MLS","777 Joost Ave, San Francisco, CA 94127","777","Joost","Ave","CA","4150","4","","","07/16/20","FULL,DETC","WDFR","RH1"
